ID_Pelanggan,Nama_Pelanggan,Alamat,Kota,Provinsi,Daya_Listrik,Meter_Awal,Meter_Akhir,Pemakaian_kWh,Tarif_per_kWh,Total_Tagihan,Bulan,Tahun,Status_Pembayaran,Tanggal_Tagihan,Tanggal_Pembayaran,Tanggal_Jatuh_Tempo,Denda,Total_Bayar,Metode_Pembayaran,Tarif_Key
PLN115908,Tono Aminah,Jl. Raya Binjai No.225,Binjai,Sumatera Utara,900 VA (subsidi),490317,490424,107,605.0,64735,September,2025,Belum Bayar,2025-09-21,BELUM BAYAR,2025-10-11,11652,76387,BELUM BAYAR,900_subsidi
PLN115909,Hendra Gunawan,Jl. Raya Makassar No.611,Makassar,Sulawesi Selatan,900 VA (subsidi),28947,29138,191,605.0,115555,April,2025,Lunas,2025-04-21,2025-08-06 00:00:00,2025-05-11,5000,120555,Kartu Kredit,900_subsidi
PLN115910,Fajar Gunawan,Jl. Raya Jakarta Selatan No.634,Jakarta Selatan,DKI Jakarta,900 VA (subsidi),473424,473535,111,605.0,67155,August,2024,Lunas,2024-08-17,2024-09-01 00:00:00,2024-09-06,0,67155,ATM Transfer,900_subsidi
PLN115911,Fajar Wahyuni,Jl. Raya Balikpapan No.327,Balikpapan,Kalimantan Timur,450 VA,266713,266743,30,415.0,12450,January,2024,Lunas,2024-01-02,2024-01-12 00:00:00,2024-01-22,0,12450,E-Wallet,450_subsidi
PLN115912,Agus Wahyuni,Jl. Raya Magelang No.110,Magelang,Jawa Tengah,450 VA,433016,433066,50,415.0,20750,May,2025,Lunas,2025-05-19,2025-05-23 00:00:00,2025-06-08,0,20750,ATM Transfer,450_subsidi
PLN115913,Agus Wahyuni,Jl. Raya Balikpapan No.321,Balikpapan,Kalimantan Timur,900 VA (subsidi),169073,169134,61,605.0,36905,July,2024,Lunas,2024-07-18,2024-08-04 00:00:00,2024-08-07,0,36905,ATM Transfer,900_subsidi
PLN115914,Siti Santoso,Jl. Raya Jakarta Selatan No.884,Jakarta Selatan,DKI Jakarta,1300 VA,135535,135750,215,1444.7,310610,October,2023,Lunas,2023-10-23,2023-11-04 00:00:00,2023-11-12,0,310610,Mobile Banking,1300
PLN115915,Rudi Pratama,Jl. Raya Gianyar No.794,Gianyar,Bali,1300 VA,60972,61302,330,1444.7,476751,January,2024,Lunas,2024-01-14,2024-01-23 00:00:00,2024-02-03,0,476751,Mobile Banking,1300
PLN115916,Rudi Hidayat,Jl. Raya Bandar Lampung No.214,Bandar Lampung,Lampung,900 VA (non-subsidi),157769,157919,150,1352.0,202800,September,2023,Lunas,2023-09-18,2023-09-18 00:00:00,2023-10-08,0,202800,ATM Transfer,900_nonsubsidi
PLN115917,Ayu Agustina,Jl. Raya Makassar No.995,Makassar,Sulawesi Selatan,1300 VA,38274,38335,61,1444.7,88127,February,2025,Lunas,2025-02-03,2025-02-21 00:00:00,2025-02-23,0,88127,Mobile Banking,1300
PLN115918,Dian Wijaya,Jl. Raya Bandar Lampung No.525,Bandar Lampung,Lampung,1300 VA,227246,227543,297,1444.7,429076,May,2024,Lunas,2024-05-03,2024-05-20 00:00:00,2024-05-23,0,429076,Indomaret,1300
PLN115919,Rudi Hidayat,Jl. Raya Makassar No.638,Makassar,Sulawesi Selatan,900 VA (subsidi),487119,487203,84,605.0,50820,May,2025,Belum Bayar,2025-05-22,BELUM BAYAR,2025-06-11,3049,53869,BELUM BAYAR,900_subsidi
PLN115920,Wahyu Kurniawan,Jl. Raya Mataram No.27,Mataram,NTB,900 VA (non-subsidi),17108,17189,81,1352.0,109512,June,2023,Lunas,2023-06-26,2023-07-06 00:00:00,2023-07-16,0,109512,Alfamart,900_nonsubsidi
PLN115921,Tono Saputra,Jl. Raya Serang No.945,Serang,Banten,6600 VA+,333420,334999,1579,1699.53,2683558,October,2023,Lunas,2023-10-11,2023-10-11 00:00:00,2023-10-31,0,2683558,Alfamart,6600_plus
PLN115922,Dian Kusuma,Jl. Raya Banda Aceh No.706,Banda Aceh,Aceh,450 VA,456901,456944,43,415.0,17845,February,2025,Lunas,2025-02-04,2025-03-20 00:00:00,2025-02-24,5000,22845,Indomaret,450_subsidi
PLN115923,Tono Wijaya,Jl. Raya Semarang No.716,Semarang,Jawa Tengah,6600 VA+,415653,417982,2329,1699.53,3958205,January,2024,Lunas,2024-01-18,2024-02-02 00:00:00,2024-02-07,0,3958205,Mobile Banking,6600_plus
PLN115924,Agus Agustina,Jl. Raya Bogor No.11,Bogor,Jawa Barat,1300 VA,142994,143472,478,1444.7,690567,October,2023,Lunas,2023-10-19,2023-11-04 00:00:00,2023-11-08,0,690567,Mobile Banking,1300
PLN115925,Andi Pratama,Jl. Raya Kediri No.664,Kediri,Jawa Timur,450 VA,452421,452516,95,415.0,39425,October,2024,Lunas,2024-10-22,2024-10-22 00:00:00,2024-11-11,0,39425,Alfamart,450_subsidi
PLN115926,Hendra Aminah,Jl. Raya Makassar No.258,Makassar,Sulawesi Selatan,1300 VA,321955,322180,225,1444.7,325058,October,2024,Belum Bayar,2024-10-05,BELUM BAYAR,2024-10-25,52009,377067,BELUM BAYAR,1300
PLN115927,Budi Santoso,Jl. Raya Madiun No.24,Madiun,Jawa Timur,900 VA (non-subsidi),491465,491527,62,1352.0,83824,January,2024,Lunas,2024-01-26,2024-02-11 00:00:00,2024-02-15,0,83824,Mobile Banking,900_nonsubsidi
PLN115928,Sari Putri,Jl. Raya Sibolga No.130,Sibolga,Sumatera Utara,2200 VA,41566,41878,312,1444.7,450746,December,2024,Lunas,2024-12-21,2025-01-06 00:00:00,2025-01-10,0,450746,E-Wallet,2200
PLN115929,Budi Agustina,Jl. Raya Tegal No.506,Tegal,Jawa Tengah,900 VA (non-subsidi),408635,408745,110,1352.0,148720,October,2025,Lunas,2025-10-10,2025-10-22 00:00:00,2025-10-30,0,148720,Transfer Bank,900_nonsubsidi
PLN115930,Siti Kusuma,Jl. Raya Mataram No.247,Mataram,NTB,2200 VA,59230,59438,208,1444.7,300498,July,2025,Lunas,2025-07-19,2025-08-04 00:00:00,2025-08-08,0,300498,ATM Transfer,2200
PLN115931,Budi Lestari,Jl. Raya Jakarta Selatan No.724,Jakarta Selatan,DKI Jakarta,1300 VA,106264,106387,123,1444.7,177698,December,2023,Lunas,2023-12-04,2023-12-21 00:00:00,2023-12-24,0,177698,Kartu Kredit,1300
PLN115932,Eka Pratama,Jl. Raya Pekanbaru No.286,Pekanbaru,Riau,3500 VA,28962,29649,687,1699.53,1167577,April,2025,Lunas,2025-04-07,2025-04-16 00:00:00,2025-04-27,0,1167577,Transfer Bank,3500_5500
PLN115933,Wahyu Agustina,Jl. Raya Lombok Timur No.754,Lombok Timur,NTB,900 VA (subsidi),204092,204187,95,605.0,57475,September,2024,Lunas,2024-09-10,2024-09-22 00:00:00,2024-09-30,0,57475,Kartu Kredit,900_subsidi
PLN115934,Sari Kusuma,Jl. Raya Banda Aceh No.565,Banda Aceh,Aceh,1300 VA,256955,257358,403,1444.7,582214,June,2025,Lunas,2025-06-04,2025-06-16 00:00:00,2025-06-24,0,582214,Indomaret,1300
PLN115935,Sari Lestari,Jl. Raya Semarang No.476,Semarang,Jawa Tengah,1300 VA,458155,458554,399,1444.7,576435,October,2024,Lunas,2024-10-15,2024-11-11 00:00:00,2024-11-04,11528,587963,Transfer Bank,1300
PLN115936,Ayu Aminah,Jl. Raya Banda Aceh No.978,Banda Aceh,Aceh,3500 VA,221405,222435,1030,1699.53,1750516,October,2023,Lunas,2023-10-19,2024-01-11 00:00:00,2023-11-08,70020,1820536,ATM Transfer,3500_5500
PLN115937,Eka Kurniawan,Jl. Raya Tegal No.211,Tegal,Jawa Tengah,900 VA (non-subsidi),297288,297332,44,1352.0,59488,February,2025,Lunas,2025-02-20,2025-02-25 00:00:00,2025-03-12,0,59488,Kartu Kredit,900_nonsubsidi
PLN115938,Fajar Aminah,Jl. Raya Bandar Lampung No.966,Bandar Lampung,Lampung,2200 VA,441982,442342,360,1444.7,520092,March,2023,Lunas,2023-03-21,2023-04-04 00:00:00,2023-04-10,0,520092,ATM Transfer,2200
PLN115939,Andi Lestari,Jl. Raya Solo No.16,Solo,Jawa Tengah,1300 VA,421562,421752,190,1444.7,274493,November,2025,Belum Bayar,2025-11-16,BELUM BAYAR,2025-12-06,32939,307432,BELUM BAYAR,1300
PLN115940,Dewi Kurniawan,Jl. Raya Serang No.573,Serang,Banten,2200 VA,441960,442076,116,1444.7,167585,September,2025,Lunas,2025-09-24,2025-10-10 00:00:00,2025-10-14,0,167585,Alfamart,2200
PLN115941,Fajar Kusuma,Jl. Raya Parepare No.970,Parepare,Sulawesi Selatan,900 VA (subsidi),227758,227852,94,605.0,56870,March,2025,Lunas,2025-03-09,2025-03-18 00:00:00,2025-03-29,0,56870,Mobile Banking,900_subsidi
PLN115942,Andi Wahyuni,Jl. Raya Serang No.306,Serang,Banten,2200 VA,197213,197673,460,1444.7,664562,May,2024,Lunas,2024-05-13,2024-05-18 00:00:00,2024-06-02,0,664562,Kartu Kredit,2200
PLN115943,Andi Santoso,Jl. Raya Yogyakarta No.705,Yogyakarta,Yogyakarta,1300 VA,192404,192648,244,1444.7,352507,December,2024,Lunas,2024-12-27,2025-01-11 00:00:00,2025-01-16,0,352507,Transfer Bank,1300
PLN115944,Siti Ramadhan,Jl. Raya Parepare No.984,Parepare,Sulawesi Selatan,450 VA,142392,142498,106,415.0,43990,June,2024,Lunas,2024-06-02,2024-06-23 00:00:00,2024-06-22,5000,48990,Transfer Bank,450_subsidi
PLN115945,Siti Setiawan,Jl. Raya Jakarta Barat No.620,Jakarta Barat,DKI Jakarta,900 VA (subsidi),159502,159654,152,605.0,91960,September,2025,Lunas,2025-09-19,2025-09-21 00:00:00,2025-10-09,0,91960,E-Wallet,900_subsidi
PLN115946,Siti Lestari,Jl. Raya Jakarta Timur No.498,Jakarta Timur,DKI Jakarta,1300 VA,391528,391768,240,1444.7,346728,February,2023,Lunas,2023-02-13,2023-02-28 00:00:00,2023-03-05,0,346728,Indomaret,1300
PLN115947,Andi Hidayat,Jl. Raya Kediri No.813,Kediri,Jawa Timur,900 VA (subsidi),290195,290384,189,605.0,114345,November,2023,Lunas,2023-11-13,2024-01-02 00:00:00,2023-12-03,5000,119345,ATM Transfer,900_subsidi
PLN115948,Tono Gunawan,Jl. Raya Jakarta Barat No.718,Jakarta Barat,DKI Jakarta,1300 VA,76787,77153,366,1444.7,528760,July,2025,Lunas,2025-07-20,2025-07-22 00:00:00,2025-08-09,0,528760,Indomaret,1300
PLN115949,Ayu Santoso,Jl. Raya Parepare No.793,Parepare,Sulawesi Selatan,900 VA (subsidi),3618,3682,64,605.0,38720,March,2024,Lunas,2024-03-02,2024-03-09 00:00:00,2024-03-22,0,38720,Mobile Banking,900_subsidi
PLN115950,Fitri Setiawan,Jl. Raya Bandar Lampung No.956,Bandar Lampung,Lampung,1300 VA,253134,253712,578,1444.7,835037,July,2023,Lunas,2023-07-18,2023-08-05 00:00:00,2023-08-07,0,835037,Mobile Banking,1300
PLN115951,Rudi Ramadhan,Jl. Raya Tasikmalaya No.527,Tasikmalaya,Jawa Barat,900 VA (subsidi),228908,229043,135,605.0,81675,August,2024,Lunas,2024-08-24,2024-09-01 00:00:00,2024-09-13,0,81675,Indomaret,900_subsidi
PLN115952,Eka Kusuma,Jl. Raya Lombok Timur No.873,Lombok Timur,NTB,900 VA (subsidi),479523,479644,121,605.0,73205,May,2025,Lunas,2025-05-02,2025-05-09 00:00:00,2025-05-22,0,73205,E-Wallet,900_subsidi
PLN115953,Fitri Saputra,Jl. Raya Jakarta Timur No.152,Jakarta Timur,DKI Jakarta,3500 VA,397950,398393,443,1699.53,752892,December,2025,Belum Bayar,2025-12-24,BELUM BAYAR,2026-01-13,135520,888412,BELUM BAYAR,3500_5500
PLN115954,Dian Setiawan,Jl. Raya Parepare No.425,Parepare,Sulawesi Selatan,3500 VA,474506,475559,1053,1699.53,1789605,October,2025,Lunas,2025-10-05,2025-10-15 00:00:00,2025-10-25,0,1789605,Mobile Banking,3500_5500
PLN115955,Andi Putri,Jl. Raya Tasikmalaya No.263,Tasikmalaya,Jawa Barat,900 VA (subsidi),405325,405476,151,605.0,91355,November,2023,Lunas,2023-11-15,2023-11-25 00:00:00,2023-12-05,0,91355,E-Wallet,900_subsidi
PLN115956,Agus Setiawan,Jl. Raya Lombok Timur No.146,Lombok Timur,NTB,900 VA (non-subsidi),305170,305327,157,1352.0,212264,June,2023,Lunas,2023-06-02,2023-09-20 00:00:00,2023-06-22,12735,224999,Alfamart,900_nonsubsidi
PLN115957,Fajar Saputra,Jl. Raya Yogyakarta No.253,Yogyakarta,Yogyakarta,1300 VA,454242,454465,223,1444.7,322168,December,2024,Lunas,2024-12-01,2024-12-05 00:00:00,2024-12-21,0,322168,E-Wallet,1300
PLN115958,Rina Kusuma,Jl. Raya Serang No.479,Serang,Banten,900 VA (non-subsidi),136186,136356,170,1352.0,229840,November,2025,Belum Bayar,2025-11-28,BELUM BAYAR,2025-12-18,13790,243630,BELUM BAYAR,900_nonsubsidi
PLN115959,Agus Pratama,Jl. Raya Tegal No.17,Tegal,Jawa Tengah,900 VA (subsidi),494141,494315,174,605.0,105270,August,2023,Belum Bayar,2023-08-24,BELUM BAYAR,2023-09-13,23159,128429,BELUM BAYAR,900_subsidi
PLN115960,Fajar Hidayat,Jl. Raya Bandung No.364,Bandung,Jawa Barat,1300 VA,495826,496025,199,1444.7,287495,July,2025,Lunas,2025-07-20,2025-08-30 00:00:00,2025-08-09,5749,293244,Indomaret,1300
PLN115961,Rizky Lestari,Jl. Raya Sibolga No.825,Sibolga,Sumatera Utara,2200 VA,367386,367473,87,1444.7,125689,March,2025,Lunas,2025-03-10,2025-03-14 00:00:00,2025-03-30,0,125689,E-Wallet,2200
PLN115962,Agus Saputra,Jl. Raya Lombok Timur No.521,Lombok Timur,NTB,2200 VA,83828,84215,387,1444.7,559099,May,2025,Lunas,2025-05-27,2025-06-07 00:00:00,2025-06-16,0,559099,ATM Transfer,2200
PLN115963,Dian Lestari,Jl. Raya Pekanbaru No.782,Pekanbaru,Riau,900 VA (subsidi),78855,78880,25,605.0,15125,September,2024,Lunas,2024-09-25,2024-10-07 00:00:00,2024-10-15,0,15125,Kartu Kredit,900_subsidi
PLN115964,Tono Agustina,Jl. Raya Tasikmalaya No.871,Tasikmalaya,Jawa Barat,450 VA,446497,446561,64,415.0,26560,October,2024,Belum Bayar,2024-10-17,BELUM BAYAR,2024-11-06,531,27091,BELUM BAYAR,450_subsidi
PLN115965,Wahyu Putri,Jl. Raya Sibolga No.185,Sibolga,Sumatera Utara,1300 VA,412909,413141,232,1444.7,335170,August,2023,Lunas,2023-08-01,2023-09-18 00:00:00,2023-08-21,6703,341873,Transfer Bank,1300
PLN115966,Wahyu Santoso,Jl. Raya Gianyar No.849,Gianyar,Bali,900 VA (subsidi),148320,148513,193,605.0,116765,March,2023,Lunas,2023-03-08,2023-03-16 00:00:00,2023-03-28,0,116765,Indomaret,900_subsidi
PLN115967,Wahyu Wijaya,Jl. Raya Madiun No.711,Madiun,Jawa Timur,1300 VA,34874,35115,241,1444.7,348173,April,2025,Lunas,2025-04-22,2025-04-29 00:00:00,2025-05-12,0,348173,Kartu Kredit,1300
PLN115968,Fitri Wijaya,Jl. Raya Bandar Lampung No.449,Bandar Lampung,Lampung,2200 VA,210093,210559,466,1444.7,673230,October,2024,Lunas,2024-10-07,2024-10-22 00:00:00,2024-10-27,0,673230,Alfamart,2200
PLN115969,Agus Agustina,Jl. Raya Balikpapan No.47,Balikpapan,Kalimantan Timur,900 VA (subsidi),325692,325781,89,605.0,53845,September,2024,Lunas,2024-09-26,2024-12-08 00:00:00,2024-10-16,5000,58845,Transfer Bank,900_subsidi
PLN115970,Ayu Lestari,Jl. Raya Yogyakarta No.454,Yogyakarta,Yogyakarta,900 VA (subsidi),125337,125516,179,605.0,108295,October,2024,Belum Bayar,2024-10-10,BELUM BAYAR,2024-10-30,0,108295,BELUM BAYAR,900_subsidi
PLN115971,Eka Wahyuni,Jl. Raya Magelang No.931,Magelang,Jawa Tengah,6600 VA+,368023,370759,2736,1699.53,4649914,July,2025,Lunas,2025-07-02,2025-07-14 00:00:00,2025-07-22,0,4649914,Mobile Banking,6600_plus
PLN115972,Sari Aminah,Jl. Raya Medan No.854,Medan,Sumatera Utara,3500 VA,372610,372989,379,1699.53,644122,July,2023,Lunas,2023-07-04,2023-08-03 00:00:00,2023-07-24,12882,657004,ATM Transfer,3500_5500
PLN115973,Andi Ramadhan,Jl. Raya Makassar No.170,Makassar,Sulawesi Selatan,2200 VA,404776,405119,343,1444.7,495532,March,2024,Lunas,2024-03-17,2024-03-21 00:00:00,2024-04-06,0,495532,E-Wallet,2200
PLN115974,Ayu Santoso,Jl. Raya Madiun No.599,Madiun,Jawa Timur,3500 VA,57453,58977,1524,1699.53,2590084,July,2023,Lunas,2023-07-16,2023-07-21 00:00:00,2023-08-05,0,2590084,Transfer Bank,3500_5500
PLN115975,Fajar Ramadhan,Jl. Raya Gianyar No.559,Gianyar,Bali,900 VA (non-subsidi),212715,212838,123,1352.0,166296,December,2024,Lunas,2024-12-28,2025-01-09 00:00:00,2025-01-17,0,166296,ATM Transfer,900_nonsubsidi
PLN115976,Andi Setiawan,Jl. Raya Jakarta Timur No.298,Jakarta Timur,DKI Jakarta,450 VA,42386,42447,61,415.0,25315,February,2025,Lunas,2025-02-24,2025-02-27 00:00:00,2025-03-16,0,25315,Indomaret,450_subsidi
PLN115977,Rina Pratama,Jl. Raya Tangerang No.118,Tangerang,Banten,900 VA (subsidi),497602,497769,167,605.0,101035,September,2025,Lunas,2025-09-16,2025-09-29 00:00:00,2025-10-06,0,101035,Kartu Kredit,900_subsidi
PLN115978,Ika Saputra,Jl. Raya Yogyakarta No.441,Yogyakarta,Yogyakarta,2200 VA,103504,103810,306,1444.7,442078,October,2023,Lunas,2023-10-01,2023-10-05 00:00:00,2023-10-21,0,442078,Kartu Kredit,2200
PLN115979,Yuli Setiawan,Jl. Raya Samarinda No.492,Samarinda,Kalimantan Timur,900 VA (subsidi),449734,449751,17,605.0,10285,June,2023,Lunas,2023-06-21,2023-09-27 00:00:00,2023-07-11,5000,15285,Transfer Bank,900_subsidi
PLN115980,Dian Kurniawan,Jl. Raya Tegal No.865,Tegal,Jawa Tengah,900 VA (subsidi),334606,334793,187,605.0,113135,January,2023,Belum Bayar,2023-01-18,BELUM BAYAR,2023-02-07,9050,122185,BELUM BAYAR,900_subsidi
PLN115981,Andi Kurniawan,Jl. Raya Pekanbaru No.918,Pekanbaru,Riau,900 VA (subsidi),163231,163241,10,605.0,6050,May,2025,Lunas,2025-05-18,2025-07-02 00:00:00,2025-06-07,5000,11050,ATM Transfer,900_subsidi
PLN115982,Fajar Wahyuni,Jl. Raya Samarinda No.249,Samarinda,Kalimantan Timur,900 VA (subsidi),458248,458342,94,605.0,56870,August,2025,Lunas,2025-08-25,2025-09-02 00:00:00,2025-09-14,0,56870,Mobile Banking,900_subsidi
PLN115983,Tono Kusuma,Jl. Raya Jakarta Timur No.871,Jakarta Timur,DKI Jakarta,900 VA (subsidi),454354,454546,192,605.0,116160,July,2023,Lunas,2023-07-08,2023-07-26 00:00:00,2023-07-28,0,116160,Alfamart,900_subsidi
PLN115984,Eka Pratama,Jl. Raya Bogor No.855,Bogor,Jawa Barat,900 VA (subsidi),235920,236018,98,605.0,59290,March,2023,Lunas,2023-03-12,2023-04-23 00:00:00,2023-04-01,5000,64290,Alfamart,900_subsidi
PLN115985,Ayu Wahyuni,Jl. Raya Bandar Lampung No.87,Bandar Lampung,Lampung,1300 VA,403950,404145,195,1444.7,281716,November,2023,Belum Bayar,2023-11-04,BELUM BAYAR,2023-11-24,45074,326790,BELUM BAYAR,1300
PLN115986,Rizky Agustina,Jl. Raya Parepare No.300,Parepare,Sulawesi Selatan,1300 VA,211671,212102,431,1444.7,622666,January,2025,Lunas,2025-01-20,2025-04-24 00:00:00,2025-02-09,24906,647572,ATM Transfer,1300
PLN115987,Tono Santoso,Jl. Raya Banda Aceh No.665,Banda Aceh,Aceh,6600 VA+,106833,107822,989,1699.53,1680835,June,2025,Lunas,2025-06-19,2025-06-30 00:00:00,2025-07-09,0,1680835,Mobile Banking,6600_plus
PLN115988,Tono Putri,Jl. Raya Serang No.308,Serang,Banten,1300 VA,341921,342037,116,1444.7,167585,May,2024,Belum Bayar,2024-05-19,BELUM BAYAR,2024-06-08,33517,201102,BELUM BAYAR,1300
PLN115989,Sari Hidayat,Jl. Raya Tangerang No.316,Tangerang,Banten,1300 VA,483694,484035,341,1444.7,492643,July,2023,Lunas,2023-07-12,2023-09-06 00:00:00,2023-08-01,9852,502495,Indomaret,1300
PLN115990,Ika Kurniawan,Jl. Raya Kediri No.915,Kediri,Jawa Timur,2200 VA,973,1245,272,1444.7,392958,May,2024,Lunas,2024-05-06,2024-05-16 00:00:00,2024-05-26,0,392958,Alfamart,2200
PLN115991,Agus Saputra,Jl. Raya Binjai No.498,Binjai,Sumatera Utara,450 VA,294397,294419,22,415.0,9130,March,2025,Lunas,2025-03-24,2025-04-11 00:00:00,2025-04-13,0,9130,Alfamart,450_subsidi
PLN115992,Fajar Agustina,Jl. Raya Binjai No.448,Binjai,Sumatera Utara,900 VA (subsidi),14927,15085,158,605.0,95590,November,2024,Lunas,2024-11-21,2025-02-21 00:00:00,2024-12-11,5000,100590,ATM Transfer,900_subsidi
PLN115993,Siti Wijaya,Jl. Raya Makassar No.612,Makassar,Sulawesi Selatan,2200 VA,457408,457777,369,1444.7,533094,July,2025,Lunas,2025-07-08,2025-07-16 00:00:00,2025-07-28,0,533094,Alfamart,2200
PLN115994,Ayu Setiawan,Jl. Raya Tasikmalaya No.914,Tasikmalaya,Jawa Barat,900 VA (non-subsidi),96562,96660,98,1352.0,132496,August,2024,Belum Bayar,2024-08-04,BELUM BAYAR,2024-08-24,23849,156345,BELUM BAYAR,900_nonsubsidi
PLN115995,Wahyu Kusuma,Jl. Raya Yogyakarta No.755,Yogyakarta,Yogyakarta,900 VA (non-subsidi),482554,482656,102,1352.0,137904,October,2025,Lunas,2025-10-03,2025-10-07 00:00:00,2025-10-23,0,137904,Transfer Bank,900_nonsubsidi
PLN115996,Dewi Agustina,Jl. Raya Pekanbaru No.401,Pekanbaru,Riau,900 VA (non-subsidi),234311,234459,148,1352.0,200096,August,2025,Belum Bayar,2025-08-17,BELUM BAYAR,2025-09-06,8003,208099,BELUM BAYAR,900_nonsubsidi
PLN115997,Rudi Kusuma,Jl. Raya Balikpapan No.342,Balikpapan,Kalimantan Timur,1300 VA,486213,486691,478,1444.7,690567,September,2023,Lunas,2023-09-19,2023-09-20 00:00:00,2023-10-09,0,690567,Alfamart,1300
PLN115998,Wahyu Santoso,Jl. Raya Pekanbaru No.611,Pekanbaru,Riau,1300 VA,75087,75344,257,1444.7,371288,September,2023,Lunas,2023-09-02,2023-10-09 00:00:00,2023-09-22,7425,378713,ATM Transfer,1300
PLN115999,Rudi Santoso,Jl. Raya Mataram No.163,Mataram,NTB,450 VA,470103,470182,79,415.0,32785,July,2023,Lunas,2023-07-27,2023-09-01 00:00:00,2023-08-16,5000,37785,Kartu Kredit,450_subsidi
PLN116000,Fajar Kurniawan,Jl. Raya Makassar No.809,Makassar,Sulawesi Selatan,1300 VA,311992,312376,384,1444.7,554765,February,2025,Lunas,2025-02-02,2025-02-04 00:00:00,2025-02-22,0,554765,ATM Transfer,1300
PLN116001,Hendra Lestari,Jl. Raya Banda Aceh No.445,Banda Aceh,Aceh,2200 VA,266701,267132,431,1444.7,622666,August,2025,Belum Bayar,2025-08-21,BELUM BAYAR,2025-09-10,87173,709839,BELUM BAYAR,2200
PLN116002,Yuli Wijaya,Jl. Raya Yogyakarta No.614,Yogyakarta,Yogyakarta,900 VA (subsidi),62706,62828,122,605.0,73810,June,2023,Lunas,2023-06-06,2023-06-09 00:00:00,2023-06-26,0,73810,Transfer Bank,900_subsidi
PLN116003,Tono Kusuma,Jl. Raya Badung No.730,Badung,Bali,1300 VA,251158,251321,163,1444.7,235486,June,2023,Belum Bayar,2023-06-07,BELUM BAYAR,2023-06-27,14129,249615,BELUM BAYAR,1300
PLN116004,Rina Kusuma,Jl. Raya Bandar Lampung No.201,Bandar Lampung,Lampung,6600 VA+,336219,337441,1222,1699.53,2076826,February,2025,Lunas,2025-02-07,2025-02-21 00:00:00,2025-02-27,0,2076826,Mobile Banking,6600_plus
PLN116005,Ika Aminah,Jl. Raya Jakarta Timur No.713,Jakarta Timur,DKI Jakarta,900 VA (non-subsidi),62802,62942,140,1352.0,189280,May,2024,Belum Bayar,2024-05-17,BELUM BAYAR,2024-06-06,34070,223350,BELUM BAYAR,900_nonsubsidi
PLN116006,Wahyu Lestari,Jl. Raya Pekanbaru No.766,Pekanbaru,Riau,1300 VA,94883,95455,572,1444.7,826368,September,2024,Lunas,2024-09-04,2024-09-22 00:00:00,2024-09-24,0,826368,Alfamart,1300
PLN116007,Agus Kusuma,Jl. Raya Yogyakarta No.822,Yogyakarta,Yogyakarta,900 VA (subsidi),475428,475518,90,605.0,54450,December,2023,Lunas,2023-12-16,2024-02-05 00:00:00,2024-01-05,5000,59450,Mobile Banking,900_subsidi
PLN116008,Ayu Setiawan,Jl. Raya Sidoarjo No.471,Sidoarjo,Jawa Timur,900 VA (subsidi),389135,389303,168,605.0,101640,October,2025,Lunas,2025-10-09,2025-10-12 00:00:00,2025-10-29,0,101640,Mobile Banking,900_subsidi
PLN116009,Yuli Wijaya,Jl. Raya Denpasar No.140,Denpasar,Bali,2200 VA,189291,189541,250,1444.7,361175,March,2024,Lunas,2024-03-27,2024-05-10 00:00:00,2024-04-16,7223,368398,E-Wallet,2200
PLN116010,Eka Putri,Jl. Raya Mataram No.881,Mataram,NTB,900 VA (subsidi),384281,384407,126,605.0,76230,December,2025,Lunas,2025-12-04,2025-12-06 00:00:00,2025-12-24,0,76230,E-Wallet,900_subsidi
PLN116011,Rudi Pratama,Jl. Raya Tangerang No.890,Tangerang,Banten,6600 VA+,184905,187314,2409,1699.53,4094168,June,2024,Lunas,2024-06-19,2024-08-18 00:00:00,2024-07-09,81883,4176051,E-Wallet,6600_plus
PLN116012,Tono Ramadhan,Jl. Raya Semarang No.745,Semarang,Jawa Tengah,6600 VA+,341767,343725,1958,1699.53,3327680,September,2023,Lunas,2023-09-26,2023-10-05 00:00:00,2023-10-16,0,3327680,Indomaret,6600_plus
PLN116013,Siti Lestari,Jl. Raya Lombok Timur No.573,Lombok Timur,NTB,3500 VA,37141,37468,327,1699.53,555746,April,2025,Belum Bayar,2025-04-02,BELUM BAYAR,2025-04-22,11114,566860,BELUM BAYAR,3500_5500
PLN116014,Hendra Gunawan,Jl. Raya Jakarta Barat No.412,Jakarta Barat,DKI Jakarta,1300 VA,68380,68594,214,1444.7,309166,December,2025,Belum Bayar,2025-12-18,BELUM BAYAR,2026-01-07,0,309166,BELUM BAYAR,1300
PLN116015,Dewi Wahyuni,Jl. Raya Samarinda No.676,Samarinda,Kalimantan Timur,2200 VA,383879,384367,488,1444.7,705014,September,2024,Lunas,2024-09-15,2024-12-01 00:00:00,2024-10-05,14100,719114,ATM Transfer,2200
PLN116016,Siti Hidayat,Jl. Raya Mataram No.659,Mataram,NTB,2200 VA,434292,434613,321,1444.7,463749,July,2024,Lunas,2024-07-07,2024-08-10 00:00:00,2024-07-27,9274,473023,Transfer Bank,2200
PLN116017,Sari Kurniawan,Jl. Raya Jakarta Selatan No.416,Jakarta Selatan,DKI Jakarta,2200 VA,168268,168395,127,1444.7,183477,September,2023,Lunas,2023-09-03,2023-09-07 00:00:00,2023-09-23,0,183477,Mobile Banking,2200
